2018to19	Spring	STATS	170	37795	A	PROJECT DATA SCI II	LEC	CAREY M.	15	9	1	0	0	0	0
2018to19	Spring	STATS	120	37790	B	INTRO PROB STAT III	LEC	YU Y.	28	20	24	2	3	13	0
2018to19	Spring	STATS	120	37785	A	INTRO PROB STAT III	LEC	PLUTA D.	58	48	5	3	1	0	1
2018to19	Spring	STATS	112	37780	A	STATS METH DATA III	LEC	GULESSERIAN S.	59	2	0	0	0	1	0
2018to19	Spring	STATS	68	37770	A	COMP EXP DATA ANLYS	LEC	YU Y.	32	10	2	0	0	1	0
2018to19	Spring	STATS	67	37755	C	INTRO PROB&amp;STAT/CS	LEC	ARMSTRONG D.	63	48	8	0	3	0	0
2018to19	Spring	STATS	67	37745	B	INTRO PROB&amp;STAT/CS	LEC	GULESSERIAN S.	84	39	3	1	0	0	0
2018to19	Spring	STATS	67	37740	A	INTRO PROB&amp;STAT/CS	LEC	GULESSERIAN S.	89	31	4	0	0	1	0
2018to19	Spring	STATS	8	37730	A	INTRO TO BIO STATS	LEC	ARMSTRONG D.	101	74	29	4	4	0	1
2018to19	Spring	STATS	7	37720	C	BASIC STATISTICS	LEC	ARMSTRONG D.	65	72	32	25	17	0	1
2018to19	Spring	STATS	7	37710	B	BASIC STATISTICS	LEC	MORROW S.	103	79	19	9	5	2	0
2018to19	Spring	STATS	7	37700	A	BASIC STATISTICS	LEC	MORROW S.	109	62	23	8	12	3	0
2018to19	Spring	SPANISH	190	31690	A	COLLOQUIUM	LEC	MAHIEUX V.	17	4	0	0	0	0	0
2018to19	Spring	SPANISH	185	31601	A	GOLDEN AGE	LEC	AVILES L.	23	5	1	0	0	0	0
2018to19	Spring	SPANISH	140	31580	A	BORDER NARRATIVES	LEC	QUEZADA V.	11	2	3	1	0	0	0
2018to19	Spring	SPANISH	119	31520	A	TXT ANALYSIS&amp;INTERP	LEC	HERNANDEZ-TORRES.	9	1	0	0	0	0	0
